task_id,task_length_MI,cpu_demand,memory_demand_GB,deadline_ms,qos_level,task_type,migration_size_MB,migration_time_ms,migration_energy_J,network_hops
T377,1076,0.38,0.88,208,High,Latency,33.97,95.61,39.18,7
T378,2301,0.36,0.89,261,High,Latency,70.09,115.97,28.98,2
T379,12916,0.85,4.64,953,High,Compute,125.73,106.06,25.8,5
T380,4180,0.26,0.64,120,High,Latency,112.48,100.7,54.08,5
T381,1358,0.36,0.91,379,High,Latency,70.07,28.01,45.64,2
T382,1908,0.39,1.72,372,High,Latency,23.37,111.07,60.25,9
T383,5151,0.4,4.17,964,Medium,Data,100.5,93.05,24.64,4
T384,5567,0.31,2.9,963,Medium,Data,56.45,167.62,56.69,3
T385,3046,0.49,2.77,366,High,Latency,23.06,135.4,44.61,9
T386,11630,0.86,2.78,794,High,Compute,34.73,88.1,63.6,7
T387,3976,0.5,2.87,1323,Medium,Data,142.0,21.38,54.29,2
T388,1882,0.34,2.95,335,High,Latency,66.47,47.22,62.51,3
T389,7677,0.48,2.5,901,Medium,Data,124.31,136.91,20.47,4
T390,8335,0.43,3.42,1298,Medium,Data,128.48,130.95,63.76,5
T391,8810,0.57,2.82,1403,Medium,Data,26.19,19.59,71.36,5
T392,3046,0.38,2.52,262,High,Latency,93.87,190.24,15.99,6
T393,9863,0.86,4.63,546,High,Compute,174.86,90.99,20.07,8
T394,13442,0.73,5.06,893,High,Compute,47.96,112.84,69.75,8
T395,16182,0.61,4.86,748,High,Compute,109.15,170.45,58.89,9
T396,11906,0.81,2.81,525,High,Compute,129.84,17.65,7.38,6
T397,4227,0.54,2.12,1495,Medium,Data,9.76,120.16,67.55,5
T398,6234,0.6,3.71,912,Medium,Data,63.13,115.48,66.57,5
T399,16733,0.6,6.43,424,High,Compute,144.85,119.9,19.94,4
T400,5958,0.34,4.01,987,Medium,Data,68.54,29.96,35.57,3
T401,6198,0.57,3.8,903,Medium,Data,95.94,110.82,60.81,9
T402,12897,0.62,4.45,813,High,Compute,130.32,188.3,78.62,5
T403,9098,0.7,2.67,587,High,Compute,8.95,147.13,70.69,6
T404,5015,0.32,4.82,922,Medium,Data,25.23,61.58,2.44,9
T405,2089,0.22,1.75,333,High,Latency,119.58,104.29,73.44,8
T406,15355,0.64,6.26,583,High,Compute,164.72,162.58,75.75,3
T407,10555,0.86,4.41,614,High,Compute,84.98,57.56,61.16,6
T408,4965,0.28,0.56,330,High,Latency,144.64,47.09,61.97,2
T409,5368,0.46,1.88,1332,Medium,Data,104.07,117.16,75.56,7
T410,15480,0.83,3.13,582,High,Compute,15.23,71.02,79.56,8
T411,8565,0.44,4.29,1365,Medium,Data,158.44,125.03,21.04,7
T412,8159,0.76,4.78,452,High,Compute,41.1,46.5,9.78,1
T413,2045,0.37,0.8,158,High,Latency,124.94,95.03,14.38,3
T414,8585,0.42,1.63,1089,Medium,Data,168.52,196.1,54.87,7
T415,15016,0.82,3.91,640,High,Compute,120.07,18.91,33.36,6
T416,4809,0.38,3.83,1142,Medium,Data,10.98,33.88,12.84,5
T417,8895,0.3,1.99,956,Medium,Data,22.96,79.27,63.87,6
T418,1632,0.31,1.18,261,High,Latency,10.14,95.48,66.68,9
T419,17010,0.73,7.46,967,High,Compute,85.31,149.68,44.99,4
T420,4492,0.23,0.61,316,High,Latency,127.39,85.07,2.76,6
T421,8001,0.34,2.02,1034,Medium,Data,143.92,129.48,28.67,9
T422,3928,0.38,1.52,1251,Medium,Data,140.51,163.8,56.76,4
T423,4629,0.38,2.9,1451,Medium,Data,130.4,140.58,30.91,4
T424,1912,0.31,2.89,127,High,Latency,148.35,81.95,69.04,6
T425,2378,0.34,1.02,326,High,Latency,146.13,164.68,41.4,9
T426,17083,0.86,3.12,796,High,Compute,110.84,160.1,31.31,1
T427,7744,0.5,2.89,899,Medium,Data,75.52,173.3,75.23,1
T428,4196,0.31,2.58,1062,Medium,Data,137.71,105.4,47.45,6
T429,15170,0.69,5.87,548,High,Compute,121.49,11.35,4.66,9
T430,7917,0.36,4.56,1051,Medium,Data,19.86,130.68,65.07,9
T431,9548,0.62,2.67,964,High,Compute,129.04,141.58,18.99,7
T432,10100,0.81,3.45,501,High,Compute,135.22,174.24,76.61,8
T433,18197,0.81,7.69,786,High,Compute,100.81,124.1,13.1,3
T434,5064,0.57,2.07,1340,Medium,Data,132.26,68.08,20.59,1
T435,3739,0.31,2.59,918,Medium,Data,129.77,73.36,60.76,4
T436,6758,0.37,1.53,1301,Medium,Data,127.82,14.67,51.03,5
T437,13818,0.71,4.21,820,High,Compute,184.97,189.94,55.29,1
T438,12063,0.7,4.05,454,High,Compute,143.03,142.99,16.41,4
T439,5803,0.49,3.28,1354,Medium,Data,95.11,172.45,38.27,8
T440,3972,0.59,4.39,1256,Medium,Data,53.72,92.89,51.19,3
T441,9919,0.53,4.12,1255,Medium,Data,37.05,99.96,58.95,9
T442,16835,0.87,6.26,556,High,Compute,24.1,139.15,24.88,2
T443,11276,0.82,4.84,617,High,Compute,106.43,197.42,77.51,4
T444,8223,0.58,4.14,1407,Medium,Data,138.61,60.84,13.91,8
T445,6402,0.59,1.3,1032,Medium,Data,101.41,17.97,17.01,5
T446,15659,0.79,7.38,424,High,Compute,186.99,123.3,39.41,2
T447,9410,0.59,3.11,867,Medium,Data,178.44,152.84,2.36,5
T448,11483,0.79,6.86,963,High,Compute,196.06,196.81,19.41,5
T449,15605,0.74,7.34,888,High,Compute,108.59,35.87,53.66,6
T450,5841,0.34,1.03,1160,Medium,Data,125.67,180.91,27.77,5
T451,8685,0.42,2.21,814,Medium,Data,79.62,191.81,24.48,9
T452,13241,0.8,2.46,693,High,Compute,52.09,144.14,25.58,5
T453,3493,0.34,1.87,322,High,Latency,152.47,16.82,57.59,8
T454,13085,0.86,4.89,892,High,Compute,87.68,69.59,67.47,4
T455,19424,0.64,7.97,449,High,Compute,150.46,103.96,11.98,5
T456,2691,0.4,0.77,167,High,Latency,24.57,72.92,30.95,5
T457,3607,0.32,2.88,238,High,Latency,179.49,96.17,37.55,2
T458,9417,0.48,1.29,953,Medium,Data,27.45,91.92,18.55,4
T459,8619,0.84,7.45,753,High,Compute,59.1,110.99,50.92,2
T460,8930,0.46,4.91,1046,Medium,Data,39.66,16.38,28.35,3
T461,10409,0.74,6.31,894,High,Compute,54.67,127.17,41.25,6
T462,15594,0.8,2.98,999,High,Compute,86.6,172.42,45.98,3
T463,9236,0.45,1.05,873,Medium,Data,177.94,199.41,59.03,5
T464,6583,0.47,4.22,969,Medium,Data,79.96,27.69,25.63,1
T465,10369,0.75,6.85,554,High,Compute,41.1,98.65,67.23,9
T466,15618,0.87,2.0,664,High,Compute,14.61,40.57,23.47,2
T467,11318,0.88,7.96,1000,High,Compute,194.33,75.56,59.86,7
T468,6824,0.49,1.36,1405,Medium,Data,41.31,198.58,65.13,3
T469,4696,0.33,1.19,116,High,Latency,39.68,42.88,50.08,2
T470,3115,0.42,3.3,881,Medium,Data,39.33,198.13,34.9,7
T471,5161,0.57,4.51,1203,Medium,Data,138.27,109.35,52.69,7
T472,11786,0.83,3.37,592,High,Compute,80.35,156.16,14.39,5
T473,18593,0.8,3.35,979,High,Compute,102.5,142.51,30.67,8
T474,7746,0.47,2.71,1387,Medium,Data,10.71,93.56,41.86,5
T475,5450,0.34,2.72,1126,Medium,Data,192.97,139.08,78.66,2
T476,4716,0.33,2.45,183,High,Latency,44.31,94.43,78.48,6
T477,5675,0.36,2.02,1167,Medium,Data,191.62,161.43,36.48,8
T478,8614,0.61,5.82,874,High,Compute,156.78,171.74,23.21,6
T479,8270,0.86,4.76,766,High,Compute,60.23,30.71,55.37,2
T480,1039,0.21,2.32,123,High,Latency,89.05,117.72,66.7,2
T481,11075,0.65,7.26,870,High,Compute,32.21,158.86,79.94,6
T482,14771,0.73,2.23,653,High,Compute,151.6,135.81,34.9,1
T483,7776,0.3,2.67,1365,Medium,Data,168.42,113.37,59.58,1
T484,17865,0.66,3.22,484,High,Compute,92.51,33.04,45.61,5
T485,13634,0.86,2.31,437,High,Compute,52.72,181.94,67.55,8
T486,7515,0.52,4.39,1142,Medium,Data,162.72,113.12,2.76,4
T487,6613,0.4,3.85,1210,Medium,Data,18.15,194.08,77.84,6
T488,15352,0.71,7.41,950,High,Compute,186.74,17.82,55.32,4
T489,13141,0.72,5.54,671,High,Compute,48.52,93.93,59.51,2
T490,18014,0.83,2.12,561,High,Compute,103.94,150.11,78.19,8
T491,3520,0.38,3.51,1304,Medium,Data,105.09,109.01,77.79,4
T492,13679,0.69,6.29,501,High,Compute,129.36,41.09,24.14,7
T493,8310,0.45,2.48,1288,Medium,Data,152.52,141.24,49.57,1
T494,7199,0.35,1.39,997,Medium,Data,95.34,67.05,20.43,7
T495,1406,0.24,2.63,180,High,Latency,151.02,73.35,56.61,4
T496,8680,0.66,4.07,661,High,Compute,19.44,60.26,17.65,9
T497,5292,0.56,3.8,875,Medium,Data,39.94,68.53,44.42,7
T498,5156,0.58,2.99,1273,Medium,Data,162.6,87.39,43.67,7
T499,9567,0.72,7.44,768,High,Compute,40.61,140.42,29.5,3
T500,9907,0.64,6.79,669,High,Compute,155.37,88.81,18.61,1
T501,1758,0.27,2.26,267,High,Latency,34.39,18.45,56.47,8
T502,10240,0.69,4.89,924,High,Compute,167.31,43.28,69.37,6
T503,2506,0.49,1.07,142,High,Latency,121.36,136.51,17.57,5
T504,4731,0.4,2.06,101,High,Latency,12.78,72.82,66.07,3
T505,1882,0.35,0.68,305,High,Latency,48.56,168.56,19.83,5
T506,7546,0.56,4.93,978,Medium,Data,143.18,89.08,71.4,6
T507,12559,0.65,3.12,411,High,Compute,173.44,106.51,74.9,9
T508,18570,0.66,4.47,496,High,Compute,198.4,128.39,62.78,1
T509,9043,0.42,1.27,858,Medium,Data,136.51,22.4,47.62,3
T510,8049,0.73,6.11,596,High,Compute,77.63,83.47,71.0,1
T511,10606,0.71,7.89,483,High,Compute,49.3,25.1,50.91,4
T512,7310,0.36,2.67,1276,Medium,Data,73.96,29.53,44.36,2
T513,15196,0.7,7.65,760,High,Compute,150.1,16.68,36.72,5
T514,3265,0.34,2.94,105,High,Latency,198.54,106.45,3.89,6
T515,8531,0.42,3.95,1273,Medium,Data,71.86,75.08,19.38,2
T516,9064,0.4,2.59,1186,Medium,Data,32.2,134.97,61.77,1
T517,16399,0.79,5.3,565,High,Compute,52.22,175.22,50.78,9
T518,2962,0.38,0.93,329,High,Latency,131.8,73.8,30.65,4
T519,10600,0.63,5.59,995,High,Compute,5.63,63.44,73.29,4
T520,10849,0.81,4.24,682,High,Compute,112.88,73.08,21.01,3
T521,7576,0.5,3.33,1242,Medium,Data,22.22,138.12,32.44,2
T522,10555,0.6,3.04,994,High,Compute,25.22,108.73,47.05,3
T523,14409,0.78,3.28,959,High,Compute,61.6,194.12,6.02,6
T524,9271,0.78,6.21,424,High,Compute,171.45,143.57,64.43,4
T525,19120,0.72,7.62,536,High,Compute,74.76,10.43,23.68,3
T526,4920,0.37,3.9,845,Medium,Data,196.35,30.0,45.87,6
T527,15967,0.66,5.99,769,High,Compute,44.31,77.27,13.57,9
T528,7785,0.33,3.99,926,Medium,Data,13.53,172.78,19.14,1
T529,1366,0.28,1.59,172,High,Latency,6.65,194.0,48.19,8
T530,5962,0.48,3.45,1176,Medium,Data,118.8,65.1,9.43,3
T531,7017,0.51,1.37,1168,Medium,Data,30.63,86.23,46.38,9
T532,2134,0.42,0.53,162,High,Latency,28.22,16.54,64.26,1
T533,13485,0.68,3.49,695,High,Compute,43.58,100.84,36.75,9
T534,13041,0.82,5.64,730,High,Compute,154.98,199.27,21.81,6
T535,4629,0.59,4.35,1349,Medium,Data,176.13,21.96,47.59,1
T536,13283,0.88,5.27,786,High,Compute,112.07,96.47,12.45,8
T537,9976,0.38,4.95,1490,Medium,Data,141.74,47.53,5.27,8
T538,9864,0.58,3.34,1094,Medium,Data,112.23,68.73,41.28,4
T539,19035,0.87,7.16,967,High,Compute,24.77,143.12,2.93,9
T540,5817,0.49,1.99,987,Medium,Data,169.69,99.15,66.67,8
T541,1679,0.33,2.12,136,High,Latency,135.93,94.58,23.21,2
T542,3062,0.39,2.78,984,Medium,Data,28.28,40.59,43.58,3
T543,16326,0.62,4.95,606,High,Compute,182.69,49.55,31.15,4
T544,11074,0.72,5.93,784,High,Compute,165.53,81.57,2.35,4
T545,2364,0.25,0.68,301,High,Latency,135.17,195.21,49.3,9
T546,1241,0.46,2.54,183,High,Latency,127.42,96.23,71.09,5
T547,8059,0.39,2.24,1243,Medium,Data,156.8,103.97,5.25,3
T548,7841,0.46,2.43,1118,Medium,Data,78.34,67.77,21.8,1
T549,11927,0.84,3.85,943,High,Compute,172.45,116.43,31.89,4
T550,4460,0.3,1.39,394,High,Latency,17.73,116.97,41.19,8
T551,15024,0.63,4.36,508,High,Compute,150.02,117.05,39.49,6
T552,3661,0.46,4.18,886,Medium,Data,102.97,73.6,66.47,5
T553,3518,0.34,1.54,313,High,Latency,163.56,75.7,41.25,3
T554,19502,0.8,3.08,957,High,Compute,46.92,184.0,16.78,8
T555,9647,0.64,2.99,996,High,Compute,68.86,148.12,74.02,8
T556,3645,0.54,2.19,1088,Medium,Data,122.48,47.37,16.12,1
T557,12733,0.65,7.35,514,High,Compute,122.82,193.56,41.21,9
T558,17928,0.66,3.87,646,High,Compute,118.68,87.89,58.91,2
T559,8146,0.7,6.5,983,High,Compute,20.22,75.48,25.34,5
T560,1136,0.32,1.57,118,High,Latency,112.52,36.27,72.86,6
T561,9055,0.51,1.69,1153,Medium,Data,94.25,188.07,9.59,2
T562,9901,0.47,1.09,1038,Medium,Data,44.38,134.97,36.59,4
T563,13552,0.75,7.6,694,High,Compute,157.42,64.77,28.09,3
T564,14160,0.66,4.35,704,High,Compute,127.97,188.91,64.06,5
T565,8433,0.45,2.68,1373,Medium,Data,14.99,32.3,76.3,6
T566,3250,0.44,3.24,1428,Medium,Data,168.4,192.35,49.23,6
T567,17359,0.6,6.34,492,High,Compute,146.43,57.93,10.76,7
T568,3383,0.26,0.82,217,High,Latency,83.17,74.01,51.71,9
T569,3717,0.45,4.28,1228,Medium,Data,121.21,99.68,23.66,5
T570,7234,0.32,2.55,1031,Medium,Data,190.84,29.27,63.45,7
T571,16575,0.66,2.4,933,High,Compute,88.93,63.23,67.63,8
T572,5798,0.46,4.87,915,Medium,Data,145.64,94.7,79.88,9
T573,7780,0.44,3.05,1134,Medium,Data,80.78,182.22,68.76,8
T574,8634,0.61,4.68,402,High,Compute,71.95,172.1,67.36,3
T575,13951,0.78,6.24,906,High,Compute,76.95,197.28,30.72,3
T576,10890,0.8,6.25,813,High,Compute,151.2,190.61,19.1,6
T577,17277,0.85,4.24,523,High,Compute,142.91,153.38,45.95,1
T578,19767,0.76,2.4,535,High,Compute,174.8,45.4,48.02,1
T579,9457,0.53,4.01,1279,Medium,Data,163.84,62.14,79.12,4
T580,6792,0.3,1.83,843,Medium,Data,93.97,49.54,40.88,9
T581,7678,0.5,2.39,1241,Medium,Data,30.47,68.94,4.1,7
T582,3774,0.38,1.58,391,High,Latency,180.67,124.34,4.48,3
T583,2780,0.39,0.89,269,High,Latency,147.76,180.14,75.04,7
T584,9410,0.38,1.81,858,Medium,Data,183.52,11.84,51.21,2
T585,15404,0.66,4.55,699,High,Compute,72.66,129.23,6.11,7
T586,8455,0.32,3.78,1195,Medium,Data,27.12,50.81,15.56,7
T587,7886,0.5,4.18,1183,Medium,Data,175.92,93.21,46.25,3
T588,5552,0.38,4.76,1021,Medium,Data,177.41,184.96,33.92,2
T589,14111,0.66,6.17,985,High,Compute,58.4,136.49,13.42,1
T590,3974,0.55,2.85,1139,Medium,Data,122.13,132.73,21.07,9
T591,9483,0.41,2.73,1476,Medium,Data,190.5,78.55,70.44,4
T592,9093,0.72,7.33,990,High,Compute,132.05,41.97,26.88,9
T593,6191,0.56,4.14,1016,Medium,Data,170.07,191.42,3.61,8
T594,2722,0.35,2.34,203,High,Latency,12.21,111.55,43.23,7
T595,9033,0.55,2.0,981,Medium,Data,90.36,137.07,18.97,3
T596,8669,0.33,5.0,1098,Medium,Data,92.95,138.48,22.81,9
T597,2114,0.44,2.65,262,High,Latency,83.26,31.69,58.08,6
T598,6471,0.42,1.52,1258,Medium,Data,49.68,191.76,3.97,9
T599,12594,0.72,2.08,907,High,Compute,151.79,130.32,74.36,7
T600,5850,0.3,1.07,913,Medium,Data,126.51,177.69,79.2,3
T601,9047,0.34,3.05,1241,Medium,Data,96.39,147.5,67.8,7
T602,8327,0.42,2.61,1138,Medium,Data,146.45,103.33,79.97,8
T603,4596,0.49,3.93,1249,Medium,Data,136.79,148.11,29.83,1
T604,8395,0.47,4.47,1450,Medium,Data,29.23,103.57,23.06,7
T605,3742,0.39,2.08,150,High,Latency,42.6,138.57,34.35,9
T606,8681,0.49,4.22,1267,Medium,Data,162.32,161.51,40.59,1
T607,2037,0.22,1.64,254,High,Latency,146.09,63.7,3.76,1
T608,8841,0.33,4.7,1444,Medium,Data,7.15,100.36,28.21,4
T609,8570,0.81,5.89,857,High,Compute,44.13,147.87,47.16,7
T610,7928,0.49,3.4,1454,Medium,Data,54.19,130.34,7.65,2
T611,17941,0.77,4.72,829,High,Compute,131.17,153.6,27.08,2
T612,19667,0.81,2.15,458,High,Compute,189.41,189.65,25.99,4
T613,7875,0.44,3.74,965,Medium,Data,62.01,72.1,32.94,2
T614,6255,0.59,4.53,1237,Medium,Data,156.07,155.95,40.8,7
T615,5923,0.41,1.21,807,Medium,Data,57.53,96.04,62.21,3
T616,15129,0.63,5.64,838,High,Compute,189.01,105.14,51.55,7
T617,1829,0.38,1.75,338,High,Latency,30.85,84.16,57.14,6
T618,5202,0.52,2.15,1310,Medium,Data,199.48,153.72,59.31,9
T619,10259,0.66,6.15,622,High,Compute,82.75,26.37,30.16,5
T620,4335,0.48,2.44,375,High,Latency,176.38,63.76,50.63,9
T621,13750,0.72,6.02,749,High,Compute,185.95,137.85,64.61,8
T622,12589,0.72,2.43,763,High,Compute,111.43,57.82,31.62,5
T623,16954,0.74,3.61,963,High,Compute,56.17,120.2,57.11,1
T624,6155,0.59,4.04,1383,Medium,Data,20.75,45.99,55.91,1
T625,5103,0.35,1.83,991,Medium,Data,193.1,168.84,18.49,1
T626,8861,0.61,6.96,939,High,Compute,131.43,99.32,77.15,6
T627,16828,0.69,7.85,485,High,Compute,149.36,58.89,41.68,5
T628,2361,0.3,2.66,377,High,Latency,134.05,193.91,57.01,6
T629,7106,0.47,4.22,1252,Medium,Data,6.17,50.97,56.61,4
T630,4289,0.45,1.58,1154,Medium,Data,49.4,11.71,78.32,7
T631,13462,0.62,4.76,889,High,Compute,123.17,49.1,22.08,8
T632,3153,0.28,1.41,377,High,Latency,45.77,73.49,53.82,4
T633,3687,0.46,4.97,1198,Medium,Data,114.67,171.38,3.52,3
T634,14094,0.76,7.04,431,High,Compute,36.02,126.99,69.91,5
T635,3707,0.2,1.81,307,High,Latency,62.33,40.04,72.65,3
T636,6915,0.44,4.35,1126,Medium,Data,184.37,119.51,16.52,9
T637,12143,0.72,3.97,586,High,Compute,187.63,159.2,68.83,9
T638,5877,0.57,4.56,1028,Medium,Data,48.56,93.58,38.97,5
T639,8708,0.47,2.96,1406,Medium,Data,22.76,37.21,57.57,8
T640,9139,0.47,2.49,1471,Medium,Data,87.51,17.95,60.19,8
T641,11262,0.77,3.11,850,High,Compute,130.3,192.13,72.18,1
T642,14901,0.85,3.71,821,High,Compute,188.72,92.13,54.25,7
T643,1071,0.31,2.46,131,High,Latency,129.15,112.26,49.33,8
T644,7482,0.57,2.35,1148,Medium,Data,55.6,64.96,54.87,6
T645,3307,0.5,1.88,1395,Medium,Data,36.95,75.41,53.99,9
T646,19669,0.83,5.74,675,High,Compute,20.97,82.04,15.68,6
T647,8336,0.65,4.75,672,High,Compute,113.11,72.28,19.2,9
T648,13447,0.88,2.24,727,High,Compute,134.97,83.15,64.6,8
T649,19737,0.84,5.54,628,High,Compute,148.31,197.19,25.03,2
T650,8592,0.51,3.46,1310,Medium,Data,79.52,42.21,67.55,8
T651,3870,0.58,2.5,1037,Medium,Data,85.82,122.19,6.34,2
T652,3828,0.4,2.41,211,High,Latency,81.01,188.22,53.49,5
T653,19175,0.67,6.02,579,High,Compute,81.15,177.43,14.56,2
T654,9622,0.34,3.51,1216,Medium,Data,87.08,133.82,39.74,3
T655,3696,0.45,0.9,326,High,Latency,199.26,58.61,56.99,8
T656,6791,0.37,1.2,1280,Medium,Data,192.6,79.41,31.73,4
T657,8112,0.48,2.12,989,Medium,Data,71.7,131.54,76.83,4
T658,9250,0.54,2.57,938,Medium,Data,105.11,132.51,6.53,6
T659,9416,0.36,3.23,1223,Medium,Data,155.69,87.3,30.11,6
T660,1389,0.31,1.3,291,High,Latency,11.58,69.38,14.96,2
T661,8831,0.53,1.94,938,Medium,Data,85.74,165.28,32.23,3
T662,19412,0.89,6.01,672,High,Compute,108.63,152.24,20.8,2
T663,9327,0.4,4.39,918,Medium,Data,115.46,181.37,72.36,3
T664,6797,0.38,2.13,857,Medium,Data,135.49,64.36,55.12,8
T665,6359,0.46,2.39,1499,Medium,Data,31.8,17.59,6.32,3
T666,2209,0.28,0.86,283,High,Latency,195.9,173.0,60.17,2
T667,7992,0.33,4.97,1408,Medium,Data,97.91,94.0,61.03,5
T668,1967,0.48,1.63,236,High,Latency,54.91,67.71,48.73,8
T669,8183,0.78,2.9,936,High,Compute,27.21,177.78,74.38,4
T670,2602,0.27,1.68,172,High,Latency,50.43,165.43,57.24,8
T671,6081,0.35,2.18,994,Medium,Data,101.93,105.08,56.3,6
T672,5511,0.54,2.85,904,Medium,Data,41.08,13.87,45.32,6
T673,8806,0.42,4.54,939,Medium,Data,36.68,159.54,59.81,6
T674,1086,0.29,0.77,345,High,Latency,100.91,102.44,51.01,1
T675,12765,0.88,5.62,832,High,Compute,168.34,28.01,45.91,1
T676,2492,0.42,1.83,393,High,Latency,115.22,68.98,49.41,5
T677,3249,0.34,3.94,824,Medium,Data,42.95,138.26,25.9,4
T678,17080,0.72,4.13,511,High,Compute,22.42,173.3,26.27,8
T679,16662,0.8,7.59,591,High,Compute,50.66,27.01,9.21,4
T680,4313,0.37,2.86,299,High,Latency,46.73,187.6,42.28,4
T681,1572,0.43,0.75,280,High,Latency,168.7,33.44,36.13,9
T682,9199,0.33,3.34,996,Medium,Data,30.08,177.23,35.41,9
T683,18991,0.84,6.2,429,High,Compute,28.87,118.27,18.84,4
T684,3155,0.23,0.93,319,High,Latency,135.61,133.56,34.82,4
T685,3504,0.21,2.46,283,High,Latency,37.05,161.89,6.89,8
T686,14686,0.62,6.15,838,High,Compute,14.32,18.72,65.25,7
T687,17828,0.78,3.52,590,High,Compute,154.64,36.63,19.07,3
T688,4449,0.55,4.28,1477,Medium,Data,41.16,192.05,47.99,7
T689,2231,0.31,2.51,116,High,Latency,51.37,82.77,24.31,6
T690,8772,0.33,2.87,1389,Medium,Data,45.31,85.4,69.07,7
T691,1162,0.27,1.45,242,High,Latency,137.95,72.74,71.07,3
T692,4866,0.43,1.19,262,High,Latency,123.14,82.79,9.93,4
T693,15984,0.73,5.61,404,High,Compute,40.83,131.71,28.38,5
T694,12485,0.65,5.94,545,High,Compute,102.54,108.7,51.58,2
T695,13368,0.81,2.41,783,High,Compute,6.17,44.65,38.99,9
T696,15566,0.78,7.63,818,High,Compute,175.51,37.17,70.28,7
T697,18130,0.67,6.09,521,High,Compute,64.34,72.71,41.51,8
T698,2895,0.3,1.6,149,High,Latency,160.46,94.86,27.27,7
T699,12895,0.83,5.19,527,High,Compute,122.86,56.45,65.4,7
T700,7558,0.42,1.73,986,Medium,Data,67.27,72.65,41.19,1
T701,12524,0.67,5.11,593,High,Compute,130.22,106.21,76.67,2
T702,3757,0.4,4.87,958,Medium,Data,122.68,134.19,18.43,8
T703,2580,0.45,0.63,202,High,Latency,22.4,65.21,78.87,2
T704,6384,0.39,1.37,1029,Medium,Data,17.77,124.5,79.85,4
T705,8316,0.53,2.59,1409,Medium,Data,196.04,68.79,61.08,6
T706,3220,0.4,0.52,221,High,Latency,49.56,13.32,31.93,6
T707,14763,0.71,7.49,687,High,Compute,84.44,183.2,62.96,3
T708,6854,0.45,3.06,1001,Medium,Data,15.28,136.19,6.42,7
T709,5671,0.57,3.24,905,Medium,Data,34.72,134.19,6.12,4
T710,15263,0.89,4.37,815,High,Compute,190.2,182.38,8.74,8
T711,5501,0.43,1.53,949,Medium,Data,189.72,28.56,9.38,9
T712,3778,0.44,4.12,1192,Medium,Data,151.85,58.98,26.2,2
T713,3598,0.44,2.72,1050,Medium,Data,8.71,66.51,38.96,5
T714,2814,0.22,2.72,168,High,Latency,152.88,47.39,63.38,5
T715,10971,0.64,5.39,894,High,Compute,111.53,100.2,31.97,4
T716,3717,0.52,3.76,1405,Medium,Data,10.63,115.13,55.08,6
T717,18152,0.62,2.96,447,High,Compute,104.51,94.36,35.06,8
T718,18338,0.67,6.98,613,High,Compute,103.03,99.73,26.12,4
T719,3550,0.28,1.2,357,High,Latency,10.78,36.66,8.61,8
T720,1809,0.48,1.03,371,High,Latency,90.61,65.48,14.12,4
T721,4553,0.56,3.92,1455,Medium,Data,10.03,95.5,44.91,2
T722,12586,0.69,2.24,475,High,Compute,151.21,138.38,77.77,3
T723,13877,0.76,3.65,682,High,Compute,109.87,56.71,32.07,1
T724,9215,0.57,2.5,1374,Medium,Data,106.01,27.72,14.99,6
T725,10059,0.72,2.98,462,High,Compute,54.72,128.0,36.91,8
T726,12471,0.68,2.53,489,High,Compute,195.3,143.49,15.53,1
T727,10843,0.62,5.76,799,High,Compute,103.26,98.67,64.01,5
T728,9094,0.62,4.96,692,High,Compute,138.83,102.57,63.7,8
T729,6982,0.42,3.12,1260,Medium,Data,53.51,66.61,68.49,5
T730,7159,0.39,4.64,1084,Medium,Data,198.16,38.87,38.14,2
T731,12933,0.7,4.45,623,High,Compute,61.05,72.3,35.06,4
T732,3949,0.31,2.57,1270,Medium,Data,58.27,19.69,31.12,9
T733,4498,0.39,1.15,121,High,Latency,108.72,195.42,54.62,3
T734,8931,0.64,2.67,949,High,Compute,199.79,108.57,77.21,6
T735,14382,0.84,2.85,687,High,Compute,13.46,162.49,43.55,6
T736,2873,0.21,2.14,174,High,Latency,13.61,38.42,73.94,5
T737,18169,0.61,7.94,988,High,Compute,137.52,94.43,73.76,3
T738,1617,0.35,0.79,258,High,Latency,88.65,23.03,69.73,8
T739,5488,0.45,3.55,1406,Medium,Data,159.19,151.52,23.51,4
T740,8953,0.43,2.79,993,Medium,Data,5.44,55.08,5.63,1
T741,13983,0.86,3.21,644,High,Compute,108.81,17.08,16.15,5
T742,5176,0.34,1.4,1126,Medium,Data,160.45,104.19,51.23,1
T743,16497,0.68,4.83,747,High,Compute,154.84,96.78,29.18,8
T744,12654,0.66,6.59,785,High,Compute,132.19,38.57,50.14,5
T745,4131,0.32,2.15,970,Medium,Data,180.0,25.09,29.21,1
T746,4266,0.3,2.19,281,High,Latency,23.8,161.79,77.91,6
T747,7751,0.3,1.01,1395,Medium,Data,179.55,115.79,75.0,6
T748,12873,0.81,3.4,760,High,Compute,57.92,184.79,20.14,8
T749,5350,0.32,1.52,1333,Medium,Data,136.46,80.35,16.86,9
T750,14897,0.61,6.4,561,High,Compute,68.67,122.73,73.59,6
T751,19864,0.88,3.99,987,High,Compute,166.18,74.4,8.99,2
T752,16713,0.62,3.55,438,High,Compute,80.53,76.19,17.94,5
T753,7416,0.5,3.9,1185,Medium,Data,115.41,145.94,66.15,7
T754,8197,0.42,4.22,1412,Medium,Data,11.81,167.47,34.03,5
T755,5172,0.31,2.45,1421,Medium,Data,116.9,80.86,57.69,1
